StartTime,FinishTime,Status,Error,CT,Barcode,ProductType,Description,SPC,K-fin up surface profile,L-fin up surface parallelism,J-pedestal flatness,M-vc down surface profile,O-inner standoff profile,N-outer standoff profile,SPCMIN,上表面轮廓度MIN,上表面平行度MIN,凸台平面度MIN,下表面轮廓度MIN,内螺柱轮廓度MIN,外螺柱轮廓度MIN,SPCMAX,上表面轮廓度MAX,上表面平行度MAX,凸台平面度MAX,下表面轮廓度MAX,内螺柱轮廓度MAX,外螺柱轮廓度MAX,SPEC,SPEC-K,UpLimit-K,DownLimit-K,SPEC-L,UpLimit-L,DownLimit-L,SPEC-J,UpLimit-J,DownLimit-J,SPEC-M,UpLimit-M,DownLimit-M,SPEC-O,UpLimit-O,DownLimit-O,SPEC-N,UpLimit-N,DownLimit-N,,SPC,K-fin up surface profile,L-fin up surface parallelism,J-pedestal flatness,M-vc down surface profile,O-inner standoff profile,N-outer standoff profile,SPEC,SPEC-K,UpLimit-K,DownLimit-K,SPEC-L,UpLimit-L,DownLimit-L,SPEC-J,UpLimit-J,DownLimit-J,SPEC-M,UpLimit-M,DownLimit-M,SPEC-O,UpLimit-O,DownLimit-O,SPEC-N,UpLimit-N,DownLimit-N,RawUp,up,up,up,up,up,up,up,up,RawDown,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,RawUpSTATUS,up,up,up,up,up,up,up,up,RawDownSTATUS,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,RawUpGT,up,up,up,up,up,up,up,up,RawDownGT,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,
20181019-202748,20181019-202859,NG,|上表面轮廓度 -6.619 超差|上表面平行度 0.335 超差|,70.50,,A117NoFin,LeftStation,SPC,-6.619,0.335,0.000,-6.000,0.017,5.347,SPC MIN,-6.619,-6.619,0.000,-6.000,0.016,5.347,SPC MAX,-6.285,-6.285,0.000,-5.999,0.017,5.347,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-6.619,0.335,0.000,-6.000,0.017,5.347,SPCMIN,-6.619,-6.619,0.000,-6.000,0.016,5.347,SPCMAX,-6.285,-6.285,0.000,-5.999,0.017,5.347,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-8.532,-8.406,-8.467,-8.593,-8.516,-8.451,-8.487,-8.552,RawDown,-2.187,-2.183,-2.117,-2.121,-2.152,-2.210,-2.202,-2.060,-2.069,-8.186,-8.174,-7.909,-7.920,-8.047,3.100,3.486,3.500,3.114,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,RawDownGT,0.043,0.043,0.043,0.043,0.043,0.010,0.011,0.011,0.011,0.043,0.043,0.043,0.043,0.043,0.011,0.011,0.011,0.011,
