20180810-165622,20180810-165656,OK,,33.95,,A117NoFin,LeftStation,0.235,0.012,10.740,0.052,RawUp,1.738,1.965,2.421,1.863,1.880,1.887,1.999,1.984,RawDown,3.026,3.183,3.103,2.964,3.061,2.503,2.810,2.611,2.366,
20180810-165713,20180810-165747,OK,,33.95,,A117NoFin,LeftStation,0.127,0.007,10.677,0.055,RawUp,1.646,2.031,2.341,1.933,1.855,1.966,2.019,1.996,RawDown,3.055,3.212,3.124,2.980,3.096,2.556,2.848,2.606,2.333,
20180810-165803,20180810-165837,OK,,33.95,,A117NoFin,LeftStation,0.156,0.012,10.666,0.073,RawUp,1.880,2.173,2.279,1.960,1.884,2.003,2.007,1.972,RawDown,2.953,3.124,3.065,2.903,3.021,2.351,2.659,2.540,2.242,
20180810-165850,20180810-165924,OK,,33.99,,A117NoFin,LeftStation,0.195,0.006,10.694,0.048,RawUp,1.766,1.984,2.221,1.849,1.880,1.875,1.906,1.910,RawDown,3.035,3.198,3.159,2.998,3.092,2.493,2.808,2.678,2.408,
20180810-165938,20180810-170012,NG,,33.95,,A117NoFin,LeftStation,0.278,0.016,10.906,0.083,RawUp,1.855,2.099,2.336,1.878,1.949,1.891,1.935,1.944,RawDown,2.945,3.120,3.125,2.933,3.042,2.379,2.708,2.623,2.316,
20180810-170027,20180810-170101,NG,,34.09,,A117NoFin,LeftStation,0.169,0.103,10.542,0.149,RawUp,1.862,2.157,2.190,1.908,2.061,2.019,1.995,2.052,RawDown,2.846,2.801,2.945,2.785,2.884,2.368,2.499,2.582,2.290,
20180810-170116,20180810-170150,OK,,34.21,,A117NoFin,LeftStation,0.205,0.008,10.722,0.081,RawUp,1.837,2.109,2.391,1.862,1.996,1.959,2.129,2.015,RawDown,2.970,3.101,3.087,2.938,3.026,2.411,2.687,2.549,2.328,
20180810-170206,20180810-170240,OK,,33.95,,A117NoFin,LeftStation,0.179,0.022,10.571,0.037,RawUp,1.778,2.098,2.250,1.943,1.925,1.886,1.979,2.003,RawDown,2.969,3.133,3.065,2.927,3.039,2.443,2.760,2.584,2.276,
20180810-170255,20180810-170329,OK,,33.95,,A117NoFin,LeftStation,0.166,0.012,10.647,0.040,RawUp,1.738,2.016,2.226,1.886,1.865,1.881,1.928,1.930,RawDown,3.048,3.212,3.149,2.998,3.093,2.513,2.834,2.690,2.393,
20180810-170350,20180810-170424,NG,,33.96,,A117NoFin,LeftStation,0.122,0.007,10.848,0.081,RawUp,1.752,1.981,2.280,1.855,1.904,2.023,2.051,1.914,RawDown,3.023,3.203,3.179,3.015,3.104,2.500,2.799,2.680,2.386,
