20180725-183049,20180725-183157,NG,,68.87,,A117WithFin,LeftStation,0.000,0.000,0.000,RawUp,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,RawDown,-0.025,-0.025,-0.025,-0.025,-0.025,0.001,0.001,0.001,0.001,
20180725-183430,20180725-183538,NG,,67.96,F6R822400LZK93W9M,A117WithFin,LeftStation,0.084,0.307,69.769,-2.862,RawUp,2.019,2.649,1.702,1.113,2.042,2.249,1.636,1.503,RawDown,1.132,1.431,1.644,1.108,1.577,1.594,1.596,2.184,2.023,
20180725-183814,20180725-183922,NG,,68.05,F6R822400LZK93W9M,A117WithFin,LeftStation,0.074,0.234,69.765,-2.655,RawUp,2.097,2.647,1.623,1.180,2.093,2.262,1.668,1.497,RawDown,1.005,1.367,1.712,1.253,1.544,1.312,1.347,1.975,1.784,
20180725-183946,20180725-184051,NG,,64.94,F6R822401BQK93W9N,A117WithFin,LeftStation,0.047,0.261,69.551,-2.363,RawUp,2.108,2.467,1.361,1.024,2.005,2.120,1.477,1.379,RawDown,1.063,1.430,1.600,1.098,1.525,1.106,1.241,1.650,1.535,
20180725-184757,20180725-184905,NG,,67.93,F6R822401BQK93W9N,A117WithFin,LeftStation,0.051,0.050,69.721,-2.420,RawUp,2.071,2.473,1.402,1.010,1.985,2.114,1.497,1.381,RawDown,1.327,1.477,1.685,1.503,1.540,1.364,1.483,1.870,1.775,
20180725-184952,20180725-185100,NG,,67.92,F6R822401BQK93W9N,A117WithFin,LeftStation,0.074,0.053,68.777,-3.379,RawUp,2.086,2.474,1.381,0.984,1.994,2.118,1.503,1.382,RawDown,0.386,0.536,0.744,0.546,0.594,1.350,1.482,1.884,1.781,
20180725-193658,20180725-193805,NG,,67.92,F6R822401BQK93W9N,A117WithFin,LeftStation,0.072,0.000,69.250,-2.083,RawUp,2.080,2.477,1.394,0.989,1.991,2.118,1.511,1.384,RawDown,-0.025,-0.025,-0.025,-0.025,-0.025,1.595,1.716,2.114,2.014,
20180725-194143,20180725-194251,NG,,67.91,F6R822401BQK93W9N,A117WithFin,LeftStation,0.049,0.050,69.347,-0.544,RawUp,2.111,2.470,1.358,1.018,2.007,2.120,1.487,1.382,RawDown,-0.010,0.149,0.367,0.177,0.213,0.134,0.272,0.679,0.570,
20180725-194406,20180725-194512,NG,,65.74,F6R822400LZK93W9M,A117WithFin,LeftStation,0.076,0.030,70.015,-0.839,RawUp,2.101,2.638,1.627,1.188,2.097,2.256,1.647,1.501,RawDown,0.428,0.589,0.934,0.748,0.699,0.822,0.854,1.474,1.286,
