StartTime,FinishTime,Status,Error,CT,Barcode,ProductType,Description,SPC,K-fin up surface profile,L-fin up surface parallelism,J-pedestal flatness,M-vc down surface profile,O-inner standoff profile,N-outer standoff profile,SPCMIN,上表面轮廓度MIN,上表面平行度MIN,凸台平面度MIN,下表面轮廓度MIN,内螺柱轮廓度MIN,外螺柱轮廓度MIN,SPCMAX,上表面轮廓度MAX,上表面平行度MAX,凸台平面度MAX,下表面轮廓度MAX,内螺柱轮廓度MAX,外螺柱轮廓度MAX,SPEC,SPEC-K,UpLimit-K,DownLimit-K,SPEC-L,UpLimit-L,DownLimit-L,SPEC-J,UpLimit-J,DownLimit-J,SPEC-M,UpLimit-M,DownLimit-M,SPEC-O,UpLimit-O,DownLimit-O,SPEC-N,UpLimit-N,DownLimit-N,,SPC,K-fin up surface profile,L-fin up surface parallelism,J-pedestal flatness,M-vc down surface profile,O-inner standoff profile,N-outer standoff profile,SPCMIN,K-MIN,L-MIN,J-MIN,M-MIN,O-MIN,N-MIN,SPCMAX,K-MAX,L-MAX,J-MAX,M-MAX,O-MAX,N-MAX,SPEC,SPEC-K,UpLimit-K,DownLimit-K,SPEC-L,UpLimit-L,DownLimit-L,SPEC-J,UpLimit-J,DownLimit-J,SPEC-M,UpLimit-M,DownLimit-M,SPEC-O,UpLimit-O,DownLimit-O,SPEC-N,UpLimit-N,DownLimit-N,RawUp,up,up,up,up,up,up,up,up,RawDown,outer,outer,outer,outer,down,down,down,inner,ped1,ped1,ped1,inner,down,inner,ped1,ped1,down,inner,RawUpSTATUS,up,up,up,up,up,up,up,up,RawDownSTATUS,outer,outer,outer,outer,down,down,down,inner,ped1,ped1,ped1,inner,down,inner,ped1,ped1,down,inner,RawUpGT,up,up,up,up,up,up,up,up,RawDownGT,outer,outer,outer,outer,down,down,down,inner,ped1,ped1,ped1,inner,down,inner,ped1,ped1,down,inner,
20181104-153424,20181104-153509,NG,上表面轮廓度 -10.742 超差|下表面轮廓度 -6.191 超差|,44.63,,VaporChamber,LeftStation-A117VC,SPC,-10.742,0.184,0.006,-6.191,-0.028,5.280,SPC MIN,-10.742,-10.668,-0.002,-6.191,-0.044,5.065,SPC MAX,-10.479,-10.485,0.003,-6.026,-0.028,5.280,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.742,0.184,0.006,-6.191,-0.028,5.280,SPCMIN,-10.742,-10.668,-0.002,-6.191,-0.044,5.065,SPCMAX,-10.479,-10.485,0.003,-6.026,-0.028,5.280,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.425,-10.537,-10.518,-10.462,-10.330,-10.394,-10.376,-10.370,RawDown,5.414,5.375,5.295,5.269,-6.000,-5.951,-5.876,0.126,0.144,0.132,0.135,0.100,-5.929,0.063,0.119,0.139,-5.890,0.105,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.448,2.611,2.494,2.388,2.344,2.434,2.359,2.326,RawDownGT,2.273,2.257,1.883,1.834,1.833,1.898,2.068,2.200,2.141,2.157,2.137,2.187,2.126,2.258,2.173,2.188,2.149,2.286,
20181104-153512,20181104-153557,NG,上表面轮廓度 -10.736 超差|下表面轮廓度 -6.187 超差|,44.29,,VaporChamber,LeftStation-A117VC,SPC,-10.736,0.178,0.007,-6.187,-0.029,5.274,SPC MIN,-10.736,-10.663,-0.003,-6.187,-0.048,5.084,SPC MAX,-10.476,-10.485,0.004,-6.025,-0.029,5.274,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.736,0.178,0.007,-6.187,-0.029,5.274,SPCMIN,-10.736,-10.663,-0.003,-6.187,-0.048,5.084,SPCMAX,-10.476,-10.485,0.004,-6.025,-0.029,5.274,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.424,-10.538,-10.520,-10.459,-10.329,-10.393,-10.376,-10.366,RawDown,5.413,5.371,5.295,5.283,-6.001,-5.954,-5.877,0.121,0.142,0.132,0.135,0.100,-5.928,0.062,0.120,0.140,-5.890,0.107,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.447,2.612,2.496,2.385,2.343,2.433,2.359,2.322,RawDownGT,2.273,2.254,1.883,1.848,1.832,1.895,2.067,2.195,2.139,2.157,2.137,2.187,2.126,2.256,2.173,2.188,2.149,2.288,
20181104-153602,20181104-153647,NG,上表面轮廓度 -10.733 超差|下表面轮廓度 -6.186 超差|,44.43,,VaporChamber,LeftStation-A117VC,SPC,-10.733,0.176,0.006,-6.186,-0.028,5.272,SPC MIN,-10.733,-10.660,-0.003,-6.186,-0.049,5.070,SPC MAX,-10.474,-10.484,0.003,-6.024,-0.028,5.272,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.733,0.176,0.006,-6.186,-0.028,5.272,SPCMIN,-10.733,-10.660,-0.003,-6.186,-0.049,5.070,SPCMAX,-10.474,-10.484,0.003,-6.024,-0.028,5.272,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.423,-10.539,-10.521,-10.459,-10.326,-10.393,-10.377,-10.365,RawDown,5.413,5.370,5.293,5.264,-6.003,-5.955,-5.878,0.117,0.143,0.131,0.134,0.099,-5.929,0.061,0.121,0.140,-5.889,0.109,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.446,2.613,2.498,2.384,2.340,2.433,2.360,2.321,RawDownGT,2.273,2.253,1.881,1.829,1.830,1.894,2.066,2.191,2.140,2.156,2.136,2.186,2.125,2.255,2.174,2.189,2.150,2.290,
20181104-153651,20181104-153735,NG,上表面轮廓度 -10.731 超差|下表面轮廓度 -6.185 超差|,44.48,,VaporChamber,LeftStation-A117VC,SPC,-10.731,0.174,0.007,-6.185,-0.028,5.270,SPC MIN,-10.731,-10.657,-0.003,-6.185,-0.050,5.068,SPC MAX,-10.472,-10.483,0.004,-6.024,-0.028,5.270,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.731,0.174,0.007,-6.185,-0.028,5.270,SPCMIN,-10.731,-10.657,-0.003,-6.185,-0.050,5.068,SPCMAX,-10.472,-10.483,0.004,-6.024,-0.028,5.270,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.423,-10.539,-10.521,-10.460,-10.326,-10.394,-10.377,-10.364,RawDown,5.409,5.367,5.290,5.260,-6.004,-5.956,-5.880,0.119,0.140,0.129,0.133,0.097,-5.931,0.059,0.119,0.139,-5.891,0.106,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.446,2.613,2.498,2.385,2.340,2.434,2.360,2.320,RawDownGT,2.269,2.250,1.878,1.825,1.829,1.892,2.064,2.192,2.137,2.155,2.135,2.184,2.124,2.253,2.172,2.187,2.148,2.287,
20181104-153738,20181104-153822,NG,上表面轮廓度 -10.733 超差|下表面轮廓度 -6.187 超差|,44.48,,VaporChamber,LeftStation-A117VC,SPC,-10.733,0.175,0.006,-6.187,-0.029,5.271,SPC MIN,-10.733,-10.659,-0.002,-6.187,-0.049,5.064,SPC MAX,-10.475,-10.483,0.003,-6.025,-0.029,5.271,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.733,0.175,0.006,-6.187,-0.029,5.271,SPCMIN,-10.733,-10.659,-0.002,-6.187,-0.049,5.064,SPCMAX,-10.475,-10.483,0.003,-6.025,-0.029,5.271,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.424,-10.538,-10.520,-10.460,-10.329,-10.391,-10.373,-10.363,RawDown,5.410,5.368,5.291,5.259,-6.004,-5.956,-5.879,0.120,0.141,0.131,0.133,0.098,-5.931,0.060,0.119,0.138,-5.891,0.105,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.447,2.612,2.496,2.386,2.343,2.431,2.356,2.320,RawDownGT,2.269,2.251,1.879,1.824,1.830,1.893,2.065,2.193,2.138,2.156,2.135,2.185,2.123,2.254,2.173,2.187,2.149,2.286,
20181104-153826,20181104-153911,NG,上表面轮廓度 -10.732 超差|下表面轮廓度 -6.188 超差|,45.02,,VaporChamber,LeftStation-A117VC,SPC,-10.732,0.176,0.006,-6.188,-0.030,5.269,SPC MIN,-10.732,-10.659,-0.003,-6.188,-0.049,5.064,SPC MAX,-10.473,-10.483,0.003,-6.026,-0.030,5.269,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.732,0.176,0.006,-6.188,-0.030,5.269,SPCMIN,-10.732,-10.659,-0.003,-6.188,-0.049,5.064,SPCMAX,-10.473,-10.483,0.003,-6.026,-0.030,5.269,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.424,-10.538,-10.522,-10.460,-10.328,-10.393,-10.376,-10.365,RawDown,5.408,5.365,5.288,5.258,-6.006,-5.958,-5.882,0.114,0.140,0.130,0.132,0.095,-5.932,0.059,0.118,0.137,-5.892,0.107,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.447,2.612,2.498,2.386,2.342,2.433,2.358,2.321,RawDownGT,2.267,2.247,1.876,1.823,1.827,1.891,2.062,2.188,2.137,2.155,2.134,2.182,2.123,2.254,2.171,2.186,2.147,2.288,
20181104-153914,20181104-153959,NG,上表面轮廓度 -10.737 超差|下表面轮廓度 -6.191 超差|,44.57,,VaporChamber,LeftStation-A117VC,SPC,-10.737,0.182,0.007,-6.191,-0.029,5.270,SPC MIN,-10.737,-10.663,-0.003,-6.191,-0.048,5.059,SPC MAX,-10.473,-10.481,0.004,-6.026,-0.029,5.270,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.737,0.182,0.007,-6.191,-0.029,5.270,SPCMIN,-10.737,-10.663,-0.003,-6.191,-0.048,5.059,SPCMAX,-10.473,-10.481,0.004,-6.026,-0.029,5.270,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.422,-10.537,-10.519,-10.459,-10.326,-10.392,-10.377,-10.365,RawDown,5.412,5.365,5.291,5.259,-6.004,-5.956,-5.879,0.114,0.141,0.130,0.134,0.097,-5.931,0.059,0.118,0.138,-5.891,0.108,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.445,2.611,2.496,2.385,2.340,2.432,2.359,2.321,RawDownGT,2.272,2.247,1.879,1.824,1.830,1.893,2.065,2.187,2.138,2.156,2.136,2.184,2.124,2.253,2.171,2.187,2.149,2.289,
20181104-154003,20181104-154048,NG,上表面轮廓度 -10.736 超差|下表面轮廓度 -6.187 超差|,44.69,,VaporChamber,LeftStation-A117VC,SPC,-10.736,0.172,0.006,-6.187,-0.028,5.267,SPC MIN,-10.736,-10.662,-0.002,-6.187,-0.051,5.061,SPC MAX,-10.479,-10.489,0.003,-6.027,-0.028,5.267,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.736,0.172,0.006,-6.187,-0.028,5.267,SPCMIN,-10.736,-10.662,-0.002,-6.187,-0.051,5.061,SPCMAX,-10.479,-10.489,0.003,-6.027,-0.028,5.267,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.423,-10.540,-10.522,-10.465,-10.331,-10.396,-10.379,-10.369,RawDown,5.409,5.366,5.298,5.257,-6.003,-5.957,-5.880,0.117,0.143,0.131,0.135,0.100,-5.930,0.060,0.121,0.140,-5.891,0.107,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.446,2.614,2.499,2.391,2.345,2.436,2.361,2.326,RawDownGT,2.268,2.248,1.886,1.822,1.831,1.892,2.064,2.190,2.140,2.157,2.137,2.187,2.125,2.254,2.174,2.188,2.148,2.288,
20181104-154052,20181104-154137,NG,上表面轮廓度 -10.738 超差|下表面轮廓度 -6.188 超差|,44.44,,VaporChamber,LeftStation-A117VC,SPC,-10.738,0.175,0.006,-6.188,-0.027,5.269,SPC MIN,-10.738,-10.661,-0.003,-6.188,-0.051,5.060,SPC MAX,-10.471,-10.485,0.003,-6.026,-0.027,5.269,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.738,0.175,0.006,-6.188,-0.027,5.269,SPCMIN,-10.738,-10.661,-0.003,-6.188,-0.051,5.060,SPCMAX,-10.471,-10.485,0.003,-6.026,-0.027,5.269,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.427,-10.542,-10.522,-10.464,-10.325,-10.390,-10.378,-10.369,RawDown,5.407,5.365,5.291,5.256,-6.004,-5.956,-5.881,0.113,0.140,0.129,0.133,0.093,-5.932,0.056,0.118,0.137,-5.892,0.109,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.450,2.616,2.499,2.389,2.339,2.430,2.361,2.325,RawDownGT,2.266,2.247,1.879,1.821,1.829,1.893,2.063,2.186,2.137,2.155,2.135,2.180,2.123,2.251,2.171,2.186,2.147,2.290,
20181104-154141,20181104-154226,NG,上表面轮廓度 -10.734 超差|下表面轮廓度 -6.189 超差|,44.54,,VaporChamber,LeftStation-A117VC,SPC,-10.734,0.174,0.006,-6.189,-0.032,5.266,SPC MIN,-10.734,-10.659,-0.002,-6.189,-0.051,5.059,SPC MAX,-10.472,-10.485,0.003,-6.027,-0.032,5.266,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.734,0.174,0.006,-6.189,-0.032,5.266,SPCMIN,-10.734,-10.659,-0.002,-6.189,-0.051,5.059,SPCMAX,-10.472,-10.485,0.003,-6.027,-0.032,5.266,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.427,-10.538,-10.519,-10.465,-10.326,-10.393,-10.374,-10.366,RawDown,5.408,5.362,5.289,5.255,-6.005,-5.957,-5.882,0.116,0.141,0.129,0.133,0.093,-5.932,0.057,0.118,0.137,-5.892,0.104,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.450,2.612,2.496,2.390,2.340,2.433,2.356,2.322,RawDownGT,2.267,2.244,1.877,1.820,1.828,1.891,2.062,2.190,2.138,2.155,2.135,2.180,2.122,2.251,2.172,2.186,2.147,2.285,
20181104-154351,20181104-154436,NG,外螺柱轮廓度 5.487 超差|,44.65,,VaporChamber,LeftStation-A117VC,SPC,-10.532,0.135,0.010,-6.006,0.003,5.487,SPC MIN,-10.532,-10.528,-0.007,-6.006,-0.040,5.296,SPC MAX,-10.341,-10.393,0.003,-5.958,0.003,5.487,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.532,0.135,0.010,-6.006,0.003,5.487,SPCMIN,-10.532,-10.528,-0.007,-6.006,-0.040,5.296,SPCMAX,-10.341,-10.393,0.003,-5.958,0.003,5.487,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.507,-10.509,-10.439,-10.517,-10.519,-10.589,-10.535,-10.496,RawDown,5.320,5.312,5.389,5.292,-6.089,-6.040,-6.060,-0.092,-0.036,-0.030,-0.026,-0.052,-6.001,0.008,-0.010,-0.014,-6.002,-0.019,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.530,2.583,2.415,2.443,2.533,2.629,2.518,2.453,RawDownGT,2.179,2.194,1.977,1.857,1.745,1.809,1.884,1.982,1.961,1.996,1.976,2.035,2.053,2.203,2.044,2.034,2.037,2.162,
20181104-154439,20181104-154523,NG,外螺柱轮廓度 5.484 超差|,44.41,,VaporChamber,LeftStation-A117VC,SPC,-10.531,0.128,0.009,-6.007,0.004,5.484,SPC MIN,-10.531,-10.523,-0.006,-6.007,-0.037,5.297,SPC MAX,-10.343,-10.395,0.003,-5.960,0.004,5.484,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.531,0.128,0.009,-6.007,0.004,5.484,SPCMIN,-10.531,-10.523,-0.006,-6.007,-0.037,5.297,SPCMAX,-10.343,-10.395,0.003,-5.960,0.004,5.484,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.505,-10.509,-10.437,-10.517,-10.519,-10.589,-10.534,-10.495,RawDown,5.315,5.311,5.390,5.288,-6.089,-6.039,-6.061,-0.089,-0.038,-0.030,-0.026,-0.052,-6.002,0.008,-0.011,-0.016,-6.003,-0.020,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.528,2.583,2.413,2.442,2.533,2.629,2.517,2.451,RawDownGT,2.175,2.194,1.978,1.853,1.744,1.809,1.883,1.984,1.959,1.995,1.976,2.035,2.053,2.203,2.042,2.033,2.036,2.161,
20181104-154530,20181104-154614,NG,外螺柱轮廓度 5.482 超差|,44.52,,VaporChamber,LeftStation-A117VC,SPC,-10.531,0.127,0.009,-6.008,0.004,5.482,SPC MIN,-10.531,-10.524,-0.006,-6.008,-0.040,5.295,SPC MAX,-10.346,-10.397,0.003,-5.960,0.004,5.482,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.531,0.127,0.009,-6.008,0.004,5.482,SPCMIN,-10.531,-10.524,-0.006,-6.008,-0.040,5.295,SPCMAX,-10.346,-10.397,0.003,-5.960,0.004,5.482,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.509,-10.510,-10.438,-10.517,-10.521,-10.590,-10.533,-10.496,RawDown,5.312,5.309,5.390,5.288,-6.090,-6.038,-6.061,-0.093,-0.038,-0.031,-0.027,-0.054,-6.002,0.008,-0.011,-0.017,-6.004,-0.022,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.532,2.584,2.414,2.442,2.535,2.630,2.515,2.453,RawDownGT,2.172,2.192,1.978,1.853,1.744,1.811,1.883,1.980,1.959,1.994,1.975,2.033,2.053,2.202,2.042,2.031,2.035,2.159,
20181104-154617,20181104-154701,NG,外螺柱轮廓度 5.480 超差|,44.49,,VaporChamber,LeftStation-A117VC,SPC,-10.529,0.131,0.011,-6.010,0.006,5.480,SPC MIN,-10.529,-10.527,-0.007,-6.010,-0.042,5.296,SPC MAX,-10.345,-10.396,0.003,-5.961,0.006,5.480,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.529,0.131,0.011,-6.010,0.006,5.480,SPCMIN,-10.529,-10.527,-0.007,-6.010,-0.042,5.296,SPCMAX,-10.345,-10.396,0.003,-5.961,0.006,5.480,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.510,-10.510,-10.436,-10.516,-10.520,-10.589,-10.532,-10.496,RawDown,5.313,5.310,5.390,5.288,-6.090,-6.037,-6.062,-0.093,-0.036,-0.031,-0.025,-0.054,-6.001,0.009,-0.011,-0.015,-6.003,-0.021,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.533,2.584,2.412,2.441,2.534,2.629,2.515,2.452,RawDownGT,2.173,2.192,1.978,1.853,1.744,1.811,1.882,1.980,1.961,1.995,1.977,2.033,2.053,2.204,2.043,2.033,2.036,2.160,
20181104-154704,20181104-154749,NG,外螺柱轮廓度 5.480 超差|,44.62,,VaporChamber,LeftStation-A117VC,SPC,-10.531,0.131,0.009,-6.008,0.005,5.480,SPC MIN,-10.531,-10.527,-0.006,-6.008,-0.042,5.296,SPC MAX,-10.344,-10.396,0.003,-5.960,0.005,5.480,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.531,0.131,0.009,-6.008,0.005,5.480,SPCMIN,-10.531,-10.527,-0.006,-6.008,-0.042,5.296,SPCMAX,-10.344,-10.396,0.003,-5.960,0.005,5.480,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.511,-10.509,-10.436,-10.517,-10.522,-10.591,-10.535,-10.497,RawDown,5.312,5.310,5.389,5.287,-6.090,-6.037,-6.061,-0.094,-0.037,-0.030,-0.026,-0.055,-6.002,0.009,-0.011,-0.016,-6.003,-0.022,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.534,2.583,2.413,2.443,2.536,2.631,2.517,2.454,RawDownGT,2.172,2.192,1.977,1.852,1.743,1.811,1.883,1.979,1.960,1.995,1.976,2.032,2.052,2.203,2.042,2.032,2.036,2.159,
20181104-154752,20181104-154837,NG,外螺柱轮廓度 5.481 超差|,44.44,,VaporChamber,LeftStation-A117VC,SPC,-10.533,0.132,0.010,-6.009,0.004,5.481,SPC MIN,-10.533,-10.528,-0.007,-6.009,-0.043,5.295,SPC MAX,-10.344,-10.396,0.004,-5.960,0.004,5.481,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.533,0.132,0.010,-6.009,0.004,5.481,SPCMIN,-10.533,-10.528,-0.007,-6.009,-0.043,5.295,SPCMAX,-10.344,-10.396,0.004,-5.960,0.004,5.481,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.510,-10.508,-10.433,-10.518,-10.523,-10.590,-10.532,-10.496,RawDown,5.311,5.310,5.392,5.289,-6.088,-6.035,-6.061,-0.094,-0.036,-0.030,-0.024,-0.054,-6.001,0.009,-0.010,-0.015,-6.004,-0.022,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.533,2.582,2.410,2.443,2.537,2.630,2.515,2.453,RawDownGT,2.171,2.193,1.980,1.854,1.746,1.814,1.883,1.980,1.961,1.996,1.978,2.033,2.054,2.203,2.043,2.034,2.035,2.159,
20181104-154841,20181104-154925,OK,,44.37,,VaporChamber,LeftStation-A117VC,SPC,-10.531,0.124,0.009,-6.009,0.005,5.480,SPC MIN,-10.531,-10.524,-0.006,-6.009,-0.043,5.298,SPC MAX,-10.347,-10.400,0.003,-5.961,0.005,5.480,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,,SPC,-10.531,0.124,0.009,-6.009,0.005,5.480,SPCMIN,-10.531,-10.524,-0.006,-6.009,-0.043,5.298,SPCMAX,-10.347,-10.400,0.003,-5.961,0.005,5.480,SPEC,-10.50,0.200,-0.20,0.00,0.260,0.00,0.00,0.040,0.00,-6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-10.506,-10.508,-10.434,-10.517,-10.521,-10.588,-10.533,-10.497,RawDown,5.315,5.312,5.393,5.289,-6.087,-6.035,-6.060,-0.093,-0.036,-0.029,-0.025,-0.053,-6.000,0.009,-0.011,-0.016,-6.003,-0.022,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.529,2.582,2.410,2.442,2.535,2.628,2.516,2.453,RawDownGT,2.174,2.195,1.981,1.854,1.746,1.814,1.884,1.980,1.961,1.996,1.977,2.034,2.055,2.204,2.043,2.033,2.037,2.159,
