20180725-184047,20180725-184154,NG,,67.30,,A117WithFin,RightStation,0.000,0.000,67.072,0.934,RawUp,-0.274,-0.274,-0.274,-0.274,-0.274,-0.274,-0.274,-0.274,RawDown,0.052,0.052,0.052,0.052,0.052,0.122,0.139,0.140,0.140,
20180725-184519,20180725-184626,NG,,67.33,,A117WithFin,RightStation,0.000,0.000,67.050,0.896,RawUp,-0.274,-0.274,-0.274,-0.274,-0.274,-0.274,-0.274,-0.274,RawDown,0.030,0.030,0.030,0.030,0.030,0.138,0.138,0.138,0.138,
20180725-184637,20180725-184741,NG,,64.43,F6R822401BQK93W9N,A117WithFin,RightStation,0.176,0.013,70.295,-0.220,RawUp,1.901,1.508,1.498,1.981,1.849,1.777,1.835,1.955,RawDown,1.040,1.111,0.994,0.926,1.030,2.179,2.245,2.053,2.021,
20180725-194707,20180725-194820,NG,,72.88,F6R822400LZK93W9M,A117WithFin,RightStation,0.209,0.022,70.410,-0.140,RawUp,1.946,1.669,1.698,2.083,1.994,1.970,1.946,2.072,RawDown,0.976,1.045,1.097,1.003,1.047,2.115,2.121,2.178,2.055,
