20180802-100123,20180802-100203,NG,,40.12,,A117WithFin,RightStation,0.000,0.000,65.393,0.168,RawUp,-0.279,-0.279,-0.279,-0.279,-0.279,-0.279,-0.279,-0.279,RawDown,0.084,0.084,0.084,0.084,0.084,0.120,0.137,0.138,0.138,
20180802-134708,20180802-134749,NG,,40.64,,A117WithFin,RightStation,0.145,0.036,70.409,0.159,RawUp,2.819,3.022,2.994,3.077,2.919,2.988,3.020,3.024,RawDown,1.766,1.779,1.751,1.763,1.795,2.055,2.148,1.938,1.925,
20180802-134801,20180802-134842,NG,,40.65,,A117WithFin,RightStation,0.380,0.058,71.057,0.247,RawUp,2.696,3.249,2.979,3.003,2.912,3.097,3.121,3.166,RawDown,1.743,1.793,1.554,1.543,1.707,2.140,2.135,1.930,1.622,
20180802-134900,20180802-134940,NG,,40.56,,A117WithFin,RightStation,0.239,0.060,70.869,0.202,RawUp,2.836,2.914,2.919,2.808,3.065,3.093,2.958,2.871,RawDown,1.547,1.606,1.832,1.814,1.749,1.724,1.907,2.002,1.981,
20180802-134953,20180802-135034,NG,,40.62,,A117WithFin,RightStation,0.053,0.036,70.480,0.150,RawUp,2.958,3.021,3.162,3.128,3.052,3.078,3.151,3.137,RawDown,1.780,1.776,1.689,1.743,1.770,2.081,2.138,1.939,1.893,
20180802-135050,20180802-135131,NG,,40.59,,A117WithFin,RightStation,0.129,0.106,70.536,0.121,RawUp,2.862,3.032,2.901,2.938,2.968,3.023,2.972,2.987,RawDown,1.747,1.628,1.601,1.761,1.780,2.073,1.895,1.807,1.987,
20180802-135141,20180802-135222,NG,,40.61,,A117WithFin,RightStation,0.142,0.027,70.412,0.230,RawUp,2.956,2.956,2.904,2.751,3.001,2.986,2.939,2.935,RawDown,1.630,1.690,1.700,1.680,1.692,2.042,2.116,2.103,1.995,
20180802-135244,20180802-135320,OK,,36.10,,A117WithFin,RightStation,0.161,0.039,70.456,0.073,RawUp,3.693,3.636,2.812,2.786,3.548,3.541,3.070,3.105,RawDown,1.354,1.384,1.544,1.537,1.488,1.514,1.585,1.848,1.863,
20180802-135331,20180802-135412,NG,,40.87,,A117WithFin,RightStation,0.158,0.047,70.417,0.116,RawUp,3.132,3.012,2.970,2.903,3.164,3.105,3.012,3.030,RawDown,1.683,1.693,1.743,1.755,1.760,1.965,1.983,2.049,1.977,
20180802-135431,20180802-135511,NG,,40.59,,A117WithFin,RightStation,0.304,0.097,70.603,0.262,RawUp,3.063,2.914,2.845,2.691,3.168,3.054,2.829,2.828,RawDown,1.634,1.633,1.809,1.914,1.819,1.893,1.945,2.184,2.132,
