StartTime,FinishTime,Status,Error,CT,Barcode,ProductType,Description,SPC,B-CONDENSER FLATNESS,A-PEDESTAL FLATNESS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,E-HEIGHT FROM PEDESTAL TO BOTTOM OF FINS,I-HEIGHT DIFFERENCE BTW PEDESTAL TO STANDOFFS,I-HEIGHT DIFFERENCE BTW PEDESTAL TO STANDOFFS,I-HEIGHT DIFFERENCE BTW PEDESTAL TO STANDOFFS,I-HEIGHT DIFFERENCE BTW PEDESTAL TO STANDOFFS,I-HEIGHT DIFFERENCE BTW PEDESTAL TO STANDOFFS,SPEC,SPEC-B,UpLimit-B,DownLimit-B,SPEC-A,UpLimit-A,DownLimit-A,SPEC-E,UpLimit-E,DownLimit-E,SPEC-E,UpLimit-E,DownLimit-E,SPEC-E,UpLimit-E,DownLimit-E,SPEC-E,UpLimit-E,DownLimit-E,SPEC-E,UpLimit-E,DownLimit-E,SPEC-E,UpLimit-E,DownLimit-E,SPEC-E,UpLimit-E,DownLimit-E,SPEC-E,UpLimit-E,DownLimit-E,SPEC-E,UpLimit-E,DownLimit-E,SPEC-I,UpLimit-I,DownLimit-I,SPEC-I,UpLimit-I,DownLimit-I,SPEC-I,UpLimit-I,DownLimit-I,SPEC-I,UpLimit-I,DownLimit-I,SPEC-I,UpLimit-I,DownLimit-I,RawUp,up,up,up,up,up,up,up,up,RawDown,cpu,cpu,cpu,cpu,cpu,pin,pin,pin,pin,RawUpGT,up,up,up,up,up,up,up,up,RawDownGT,cpu,cpu,cpu,cpu,cpu,pin,pin,pin,pin,
20180824-165236,20180824-165306,ERROR,GeometryCalcError,30.05,BarcodeTest,A117NoFin,RightStation,SPC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,SPEC,0.00,0.260,0.00,0.00,0.100,0.00,10.50,0.300,-0.30,10.50,0.300,-0.30,10.50,0.300,-0.30,10.50,0.300,-0.30,10.50,0.300,-0.30,10.50,0.300,-0.30,10.50,0.300,-0.30,10.50,0.300,-0.30,10.50,0.300,-0.30,0.00,0.100,-0.10,0.00,0.100,-0.10,0.00,0.100,-0.10,0.00,0.100,-0.10,0.00,0.100,-0.10,RawUp,-7.698,-8.188,-8.181,-7.691,-7.845,-8.036,-8.033,-7.842,RawDown,-1.749,-1.843,-1.825,-1.731,-1.787,-1.818,-2.019,-1.980,-1.779,RawUpGT,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,RawDownGT,0.200,0.200,0.200,0.200,0.200,0.300,0.300,0.300,0.300,
