20180803-103756,20180803-103835,NG,,38.33,,A117WithFin,RightStation,0.143,0.012,70.655,0.128,RawUp,2.827,3.024,3.004,3.089,2.932,2.999,3.035,3.041,RawDown,1.828,1.814,1.798,1.799,1.802,2.061,2.167,1.942,1.934,
20180803-103931,20180803-104007,NG,,35.97,,A117WithFin,RightStation,0.144,0.017,70.655,0.129,RawUp,2.825,3.020,3.004,3.091,2.930,2.998,3.036,3.042,RawDown,1.827,1.813,1.797,1.798,1.795,2.063,2.166,1.944,1.933,
20180803-104024,20180803-104105,NG,,40.58,,A117WithFin,RightStation,0.379,0.023,70.881,0.192,RawUp,2.694,3.168,2.993,3.061,2.908,3.068,3.144,3.207,RawDown,1.782,1.819,1.641,1.557,1.708,2.161,2.177,1.926,1.601,
20180803-104118,20180803-104158,NG,,40.64,,A117WithFin,RightStation,0.243,0.022,70.681,0.183,RawUp,2.844,2.922,2.932,2.825,3.080,3.109,2.977,2.890,RawDown,1.626,1.660,1.825,1.804,1.746,1.738,1.921,2.011,1.988,
20180803-104212,20180803-104253,OK,,40.58,,A117WithFin,RightStation,0.056,0.005,70.552,0.095,RawUp,2.971,3.039,3.171,3.118,3.069,3.098,3.161,3.141,RawDown,1.805,1.809,1.758,1.751,1.777,2.103,2.156,1.967,1.924,
20180803-104311,20180803-104351,OK,,40.64,,A117WithFin,RightStation,0.127,0.053,70.749,0.074,RawUp,2.865,3.022,2.912,2.958,2.978,3.030,2.991,2.974,RawDown,1.809,1.684,1.672,1.780,1.782,2.098,1.919,1.816,2.001,
20180803-104403,20180803-104443,NG,,40.59,,A117WithFin,RightStation,0.158,0.007,70.351,0.240,RawUp,2.934,2.878,2.911,2.794,2.984,2.947,2.947,2.965,RawDown,1.717,1.709,1.708,1.702,1.711,2.081,2.170,2.118,2.003,
20180803-104502,20180803-104542,OK,,40.59,,A117WithFin,RightStation,0.169,0.010,70.634,0.070,RawUp,3.045,2.981,2.847,2.825,3.061,3.046,2.976,3.015,RawDown,1.819,1.814,1.780,1.805,1.807,2.030,2.097,2.003,2.018,
20180803-104556,20180803-104637,OK,,40.64,,A117WithFin,RightStation,0.171,0.003,70.612,0.092,RawUp,3.098,2.927,2.971,2.946,3.142,3.066,3.021,3.053,RawDown,1.789,1.768,1.773,1.798,1.779,2.013,2.045,2.066,1.986,
20180803-104656,20180803-104737,NG,,41.34,,A117WithFin,RightStation,0.315,0.033,70.739,0.161,RawUp,3.056,2.895,2.853,2.706,3.172,3.057,2.844,2.847,RawDown,1.746,1.730,1.846,1.908,1.827,1.920,1.972,2.191,2.145,
20180803-104749,20180803-104830,NG,,40.58,,A117WithFin,RightStation,0.211,0.025,70.600,0.124,RawUp,2.668,2.942,3.103,2.952,2.875,2.985,3.173,3.113,RawDown,1.771,1.743,1.527,1.590,1.675,2.183,2.098,1.666,1.797,
20180803-104858,20180803-104939,NG,,40.58,,A117WithFin,RightStation,0.145,0.017,70.653,0.129,RawUp,2.822,3.019,3.004,3.092,2.933,2.999,3.037,3.045,RawDown,1.827,1.814,1.796,1.797,1.795,2.064,2.167,1.944,1.933,
20180803-104952,20180803-105032,NG,,40.59,,A117WithFin,RightStation,0.382,0.023,70.881,0.187,RawUp,2.690,3.165,2.994,3.066,2.910,3.068,3.145,3.211,RawDown,1.785,1.822,1.643,1.559,1.708,2.160,2.175,1.923,1.597,
20180803-105052,20180803-105133,NG,,40.92,,A117WithFin,RightStation,0.245,0.022,70.678,0.192,RawUp,2.846,2.922,2.935,2.823,3.081,3.110,2.978,2.889,RawDown,1.627,1.663,1.828,1.806,1.748,1.733,1.918,2.008,1.986,
20180803-105143,20180803-105224,OK,,40.62,,A117WithFin,RightStation,0.058,0.004,70.553,0.085,RawUp,2.968,3.037,3.169,3.119,3.068,3.097,3.163,3.142,RawDown,1.807,1.811,1.759,1.752,1.779,2.096,2.149,1.959,1.917,
20180803-105240,20180803-105321,OK,,40.70,,A117WithFin,RightStation,0.128,0.052,70.751,0.067,RawUp,2.864,3.027,2.915,2.960,2.977,3.033,2.993,2.972,RawDown,1.808,1.684,1.672,1.780,1.780,2.092,1.911,1.809,1.995,
20180803-105332,20180803-105413,NG,,40.59,,A117WithFin,RightStation,0.148,0.007,70.355,0.237,RawUp,2.935,2.872,2.913,2.802,2.981,2.946,2.950,2.961,RawDown,1.717,1.710,1.707,1.700,1.711,2.077,2.170,2.110,1.994,
20180803-105432,20180803-105513,OK,,40.62,,A117WithFin,RightStation,0.160,0.010,70.639,0.071,RawUp,3.045,2.978,2.851,2.833,3.056,3.046,2.981,3.013,RawDown,1.819,1.814,1.778,1.803,1.806,2.033,2.099,2.003,2.019,
20180803-105524,20180803-105605,OK,,40.61,,A117WithFin,RightStation,0.167,0.003,70.612,0.090,RawUp,3.103,2.929,2.972,2.951,3.140,3.068,3.025,3.050,RawDown,1.785,1.764,1.770,1.795,1.776,2.008,2.042,2.061,1.982,
